ChEMBL ID,DrugBank ID,Name,ATC code(s),ATC therapeutic group,ATC status,pKa (acidic),SMILES,pKa (basic),pKa (exp.)_1,pKa (exp.)_2,pKa_comment,logP (pred.),logP (exp.),DyeLeS score,Fluorescent,First approval (year),Oral
CHEMBL803,DB00987,Cytarabine,L01BC01,Противоопухолевые препараты и иммуномодуляторы,Success,"12,55",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"4,19",,,,"-2,2","-2,8","-0,618208648",FALSE,1969.0,0.0
CHEMBL2104415,DB11431,Moxidectin,P02CX03,Противопаразитарные препараты,Success,"12,55",[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,"2,81","12,8",,12.8,"5,3",6,"-3,533309801",FALSE,2018.0,1.0
CHEMBL1201388,DB00687,Fludrocortisone,S02CA07; S01CA06; H02AA02; S03CA05,Органы чувств,No ATC,"12,55",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"-3,3",,,,"1,35",,"-2,284485263",FALSE,,
CHEMBL373081,DB13274,Micronomicin,S01AA22,Органы чувств,Success,"12,55",CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,"10,06",,,,"-1,8",,"-0,453770439",FALSE,,
CHEMBL180022,DB11828,Neratinib,L01EH02,Противоопухолевые препараты и иммуномодуляторы,Success,"12,55",CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,"8,81",,,,"4,72",,"-0,7042010904",FALSE,2017.0,1.0
CHEMBL1200969,DB01126,Dutasteride,G04CB02,Мочеполовая система и половые гормоны,Success,"12,56",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,"-0,16",,,,"5,45","6,8","-0,6521230008",FALSE,2001.0,1.0
CHEMBL2048484,DB08907,Canagliflozin,A10BK02,ЖКТ и обмен веществ,Success,"12,57",[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,-3,"13,34",,13.34,"3,09","3,44","1,321585996",TRUE,2011.0,1.0
CHEMBL429910,DB06292,Dapagliflozin,A10BK01,ЖКТ и обмен веществ,Success,"12,57",CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,-3,,,,"2,52","2,7","-0,5028901734",FALSE,2012.0,1.0
CHEMBL1808388,DB12236,Bexagliflozin,A10BK08,ЖКТ и обмен веществ,Success,"12,57",OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(OCCOC3CC3)C=C2)=C1,-3,,,,"2,33",,"-0,5212861343",FALSE,,
CHEMBL2107830,DB09038,Empagliflozin,A10BK03,ЖКТ и обмен веществ,Success,"12,57",OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,-3,,,,"1,79",,"-1,258890006",FALSE,2014.0,1.0
CHEMBL635,DB00635,Prednisone,A07EA03; H02AB07,ЖКТ и обмен веществ,Success,"12,58",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"-3,3",,,,"1,66","1,46","-2,993559099",FALSE,1955.0,1.0
CHEMBL689,DB00742,Mannitol,B05BC01; V04CX04; A06AD16; R05CB16; B05CX04,Кровь и органы кроветворения,Success,"12,59",OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3,"13,5",,13.5 (at 25 °C),"-2,7","-3,1","-0,8203518405",FALSE,1982.0,0.0
CHEMBL1682,DB01638,Sorbitol,V04CC01; B05CX02; A06AD18; A06AG07,Прочие препараты,Success,"12,59",OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3,"13,6",,13.6,"-2,7","-2,2","-0,8203518405",FALSE,1982.0,0.0
CHEMBL650,DB00959,Methylprednisolone,H02AB04; D10AA02; H02BX01; D07AA01,Гормональные препараты (системные),Success,"12,59",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,"-2,9",,,,"2,06","1,53","-3,024480441",FALSE,1957.0,1.0
CHEMBL389621,DB00741,Hydrocortisone,R01AD60; S02BA01; C05AA01; D07AA02; S01BA02; D07XA01; S01CB03; H02AB09; A01AC03; A07EA02,Дыхательная система,Success,"12,59",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"-2,8",,,,"1,79","1,61","-3,116306004",FALSE,1952.0,1.0
CHEMBL131,DB00860,Prednisolone,A01AC54; C05AA04; H02AB06; S03BA02; S01CB02; A01AC04; S01BA04; R01AD02; S02BA03; R01AD52; D07XA02; D07AA03; A07EA01,ЖКТ и обмен веществ,Success,"12,59",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"-2,9",,,,"1,66","1,62","-2,634348436",FALSE,1955.0,1.0
CHEMBL1439973,DB11386,Chlorobutanol,A04AD54; A04AD04,ЖКТ и обмен веществ,Success,"12,59",CC(C)(O)C(Cl)(Cl)Cl,"-3,9",,,,"2,31",,"-1,084253901",FALSE,,
CHEMBL409153,DB11633,Isavuconazole,J02AC05,Противомикробные (системные),Success,"12,59",C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,"2,32",,,,"3,46",,"1,003085599",TRUE,,
CHEMBL1201754,DB06201,Rufinamide,N03AF03,Нервная система,Success,"12,64",NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,-1,,,,"0,95","0,84","1,836208665",TRUE,2007.0,1.0
CHEMBL1200600,DB00324,Fluorometholone,S01BA07; C05AA06; S01CB05; D07AB06; D10AA01; D07XB04,Органы чувств,Success,"12,65",[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,"-3,4",,,,"2,34",2,"-2,046610921",FALSE,1972.0,0.0
CHEMBL707,DB00590,Doxazosin,C02CA04,Сердечно-сосудистая система,Success,"12,67",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,"7,24","6,52",,6.52,"2,53","2,1","-1,449501509",FALSE,1990.0,1.0
CHEMBL534,DB00920,Ketotifen,R06AX17; S01GX08,Дыхательная система,Success,"12,67",CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,"7,75","8,43",,8.43 ± 0.11,"3,49",,"-0,2061859053",FALSE,1999.0,0.0
CHEMBL106,DB00196,Fluconazole,J02AC01; D01AC15,Противомикробные (системные),Success,"12,68",OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,"2,3","1,76",,1.76,"0,58","0,5","2,02444639",TRUE,1990.0,1.0
CHEMBL941,DB00619,Imatinib,L01EA01,Противоопухолевые препараты и иммуномодуляторы,Success,"12,69",CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,"7,84",,,,"3,47",3,"-0,5897891126",FALSE,2001.0,1.0
CHEMBL1200979,DB09357,Dexpanthenol,S01XA12; D03AX03; A11HA30,Органы чувств,Success,"12,69",CC(C)(CO)[C@@H](O)C(=O)NCCCO,"-2,4",,,,-1,,"-2,406103491",FALSE,1985.0,0.0
CHEMBL1750,DB00631,Clofarabine,L01BB06,Противоопухолевые препараты и иммуномодуляторы,Success,"12,71",[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,"2,2",,,,"0,32",0,"1,185868838",TRUE,2004.0,0.0
CHEMBL1108,DB00450,Droperidol,N05AD08,Нервная система,Success,"12,72",FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,"6,75","7,46",,7.46,"3,93","3,5","0,6393594918",TRUE,1970.0,0.0
CHEMBL4298138,DB16826,Repotrectinib,L01EX28,Противоопухолевые препараты и иммуномодуляторы,Success,"12,73",C[C@H]1CNC(=O)C2=C3N=C(N[C@H](C)C4=CC(F)=CC=C4O1)C=CN3N=C2,"0,59",,,,"2,33",,"0,2679782839",FALSE,,
CHEMBL3833319,DB11855,Revefenacin,R03BB08,Дыхательная система,Success,"12,74",CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,"8,65",,,,"4,24","3,22","-0,6547367736",FALSE,2018.0,0.0
CHEMBL175247,DB01083,Orlistat,A08AB01,ЖКТ и обмен веществ,Success,"12,74",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,"-1,4",15,,15,"7,61","4,4","-1,930538206",FALSE,1998.0,1.0
CHEMBL3188267,DB11791,Capmatinib,L01EX17,Противоопухолевые препараты и иммуномодуляторы,Success,"12,77",CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1,"4,55",,,,"3,04",,"1,632705024",TRUE,2020.0,1.0
CHEMBL3127326,DB09296,Ombitasvir,J05AP53; J05AP52,Противомикробные (системные),No ATC,"12,77",COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,"2,16",,,,"5,72",,"-0,5500587815",FALSE,2014.0,1.0
CHEMBL4650319,DB16390,Mobocertinib,L01EB10,Противоопухолевые препараты и иммуномодуляторы,Success,"12,78",COC1=C(NC2=NC=C(C(=O)OC(C)C)C(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,"8,87",,,,"4,92",,"-0,3585541772",FALSE,2021.0,1.0
CHEMBL806,DB00499,Flutamide,L02BB01,Противоопухолевые препараты и иммуномодуляторы,Success,"12,81",CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,"-3,7",,,,"2,55","3,35","1,659671241",TRUE,1989.0,1.0
CHEMBL23,DB00343,Diltiazem,C08DB01; C05AE03,Сердечно-сосудистая система,Success,"12,86",COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,"8,18",,,,"2,73","2,8","-0,4247626932",FALSE,1982.0,1.0
CHEMBL1276308,DB00834,Mifepristone,G03XB01; G03XB51,Мочеполовая система и половые гормоны,Success,"12,87",[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],"4,89",,,,"5,33","4,5","-2,065842606",FALSE,2000.0,1.0
CHEMBL3545311,DB12267,Brigatinib,L01ED04,Противоопухолевые препараты и иммуномодуляторы,Success,"12,88",COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,"8,54",,,,"5,11","5,17","-0,867954951",FALSE,2017.0,1.0
CHEMBL591,DB00189,Ethchlorvynol,N05CM08,Нервная система,Success,"12,88",CCC(O)(\C=C\Cl)C#C,"-3,7",,,,"1,45","1,8","-2,338175001",FALSE,1961.0,1.0
CHEMBL2110938,DB11584,Pipradrol,N06BX15,Нервная система,Success,"12,88",[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,"9,53",,,,"3,36",,"-1,154847532",FALSE,,
CHEMBL231068,DB04908,Flibanserin,G02CX02,Мочеполовая система и половые гормоны,Success,"12,91",FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,"7,03",,,,"3,32",,"1,207817932",TRUE,2015.0,1.0
CHEMBL110458,DB05018,Migalastat,A16AX14,ЖКТ и обмен веществ,Success,"12,91",OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,"8,06",,,,"-2,2",,"-2,865261541",FALSE,2016.0,1.0
CHEMBL5095248,DB18305,Sebetralstat,B06AC08,Кровь и органы кроветворения,Success,"12,91",COCC1=NN(CC2=CC=C(CN3C=CC=CC3=O)C=C2)C=C1C(=O)NCC1=NC=CC(OC)=C1F,"3,31",,,,"1,72",,"0,2921994905",FALSE,,
CHEMBL13828,DB12877,Oxatomide,R06AE06,Дыхательная система,Success,"12,92",O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,"8,01",,,,"4,71",,"-0,4457144063",FALSE,,
CHEMBL398435,DB08816,Ticagrelor,B01AC24,Кровь и органы кроветворения,Success,"12,94",CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,"1,11",,,,"2,31",,"-0,243304726",FALSE,2010.0,1.0
CHEMBL514800,DB05676,Apremilast,L04AA32,Противоопухолевые препараты и иммуномодуляторы,Success,"12,98",CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,"-4,2","12,58",,12.58,"1,86",,"-0,6232707269",FALSE,2014.0,1.0
CHEMBL1259,DB01336,Metocurine,M03AA04,Костно-мышечная система,Success,"12,99",[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,"-3,4",,,,"2,36",,"-2,21304023",FALSE,1982.0,0.0
CHEMBL455186,DB11678,Treosulfan,L01AB02,Противоопухолевые препараты и иммуномодуляторы,Success,"12,99",CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,"-3,5",,,,"-1,5",,"-0,9542676894",FALSE,2019.0,0.0
CHEMBL1185,DB00315,Zolmitriptan,N02CC03,Нервная система,Success,13,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,"9,55","9,64",,9.64,"2,25","1,79","-1,537511876",FALSE,1997.0,1.0
CHEMBL1173055,DB12332,Rucaparib,L01XK03,Противоопухолевые препараты и иммуномодуляторы,Success,"13,16",CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,"9,32",,,,"2,39",,"0,2427208564",FALSE,2016.0,1.0
CHEMBL1068,DB00776,Oxcarbazepine,N03AF02,Нервная система,Success,"13,18",NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,"-4,3","13,73",,13.73,"1,76","1,5","-0,9494334316",FALSE,2000.0,1.0
CHEMBL1201313,DB04837,Clofedanol,R05DB10,Дыхательная система,Success,"13,18",CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,"8,87",,,,"3,51",,"-0,2406397344",FALSE,1982.0,1.0
CHEMBL277945,DB13273,Sultopride,N05AL02,Нервная система,Success,"13,22",CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,"8,22",,,,"1,65",,"-1,763618504",FALSE,,
CHEMBL4650485,DB17472,Pirtobrutinib,L01EL05,Противоопухолевые препараты и иммуномодуляторы,Success,"13,27",COC1=C(C=C(F)C=C1)C(=O)NCC1=CC=C(C=C1)C1=NN([C@@H](C)C(F)(F)F)C(N)=C1C(N)=O,"2,43",,,,"3,17",,"1,23281841",TRUE,,
CHEMBL2357792,DB01426,Ajmaline,C01BA05,Сердечно-сосудистая система,No Drug Record,"13,28",[H][C@]12C[C@]34[C@H](O)C1[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41,"7,2",,,,"1,72","1,81","-3,175973238",FALSE,,
CHEMBL2104445,DB13711,Tritoqualine,R06AX21,Дыхательная система,Success,"13,29",CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,"7,06",,,,"2,65",,"-1,766809395",FALSE,,
CHEMBL576127,,FENSPIRIDE,R03DX03; R03BX01,Дыхательная система,,"13,29",O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,"8,97",,,,"1,8",,"-1,926972279",FALSE,,0.0
CHEMBL1110,DB00969,Alosetron,A03AE01,ЖКТ и обмен веществ,Success,"13,32",CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,"6,81",,,,"1,85",2,"-1,276851038",FALSE,2000.0,1.0
CHEMBL1311,DB01020,Isosorbide mononitrate,C01DA14,Сердечно-сосудистая система,Success,"13,34",[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,"-3,5",,,,"-0,74","-0,15","-2,969031532",FALSE,1991.0,1.0
CHEMBL5189739,DB15982,Berotralstat,B06AC06,Кровь и органы кроветворения,Success,"13,35",NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F,"9,29",,,,"4,8",,"0,6444196831",TRUE,,
CHEMBL513,DB00262,Carmustine,L01AD01,Противоопухолевые препараты и иммуномодуляторы,Success,"13,36",ClCCNC(=O)N(CCCl)N=O,"-5,3",,,,"1,24","1,53","-1,940524541",FALSE,1977.0,0.0
CHEMBL2146883,DB05239,Cobimetinib,L01EE02,Противоопухолевые препараты и иммуномодуляторы,Success,"13,37",OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,"9,76",,,,"3,35",,"0,6636895866",TRUE,2015.0,1.0
CHEMBL30,DB00501,Cimetidine,A02BA51; A02BA01,ЖКТ и обмен веществ,Success,"13,38",CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,"6,91","6,8",,6.8,"-0,11","0,4","-2,471889853",FALSE,1977.0,1.0
CHEMBL989,DB00591,Fluocinolone acetonide,S01BA15; S02BA08; D07AC04; C05AA10,Органы чувств,Success,"13,38",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,"-3,3","13,9",,13.9,"2,47","2,48","-1,725267385",FALSE,1963.0,0.0
CHEMBL1140,DB02701,Nicotinamide,A11HA01,ЖКТ и обмен веществ,Success,"13,39",NC(=O)C1=CC=CN=C1,"3,63","3,35",,3.35 (at 20 °C),"-0,39","-0,37","-0,6062247208",FALSE,1982.0,1.0
CHEMBL729,DB01601,Lopinavir,J05AR10,Противомикробные (системные),No ATC,"13,39",CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,"-1,5",,,,"3,91",,"-1,442839026",FALSE,2000.0,1.0
CHEMBL839,DB00521,Carteolol,S01ED05; C07AA15; S01ED55,Органы чувств,Success,"13,41",CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,"9,76",,,,"1,05","1,1","-1,045157528",FALSE,1988.0,1.0
CHEMBL509924,DB09095,Difluocortolone,D07XC04; D07AC06,Дерматологические препараты,Success,"13,42",[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,"-3,3",,,,"2,22","3,86","-1,277727147",FALSE,,
CHEMBL1766,DB00547,Desoximetasone,D07AC03; D07XC02,Дерматологические препараты,Success,"13,44",[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"-3,3",,,,"2,13","2,35","-1,678223487",FALSE,1977.0,0.0
CHEMBL608533,DB06595,Midostaurin,L01EX10,Противоопухолевые препараты и иммуномодуляторы,Success,"13,45",CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,"-0,83",,,,"4,52","5,89","-2,270461325",FALSE,2017.0,1.0
CHEMBL290916,DB12243,Edaravone,N07XX14,Нервная система,Success,"13,45",CC1=NN(C(=O)C1)C1=CC=CC=C1,"-1,5",7,,7.0,"0,53","1,12","-0,8082671222",FALSE,,
CHEMBL2105717,DB08875,Cabozantinib,L01EX07,Противоопухолевые препараты и иммуномодуляторы,Success,"13,46",COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,"5,9",,,,"4,01",,"0,7360146764",TRUE,2012.0,1.0
CHEMBL88,DB00531,Cyclophosphamide,L01AA01,Противоопухолевые препараты и иммуномодуляторы,Success,"13,48",ClCCN(CCCl)P1(=O)NCCCO1,"0,02",,,,"0,76","0,8","-1,923920958",FALSE,1959.0,1.0
CHEMBL4594250,DB13931,Netarsudil,S01EX05,Органы чувств,Success,"13,49",CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1,"8,69",,,,"3,77",,"-0,1930062701",FALSE,2017.0,0.0
CHEMBL4297610,DB16267,Olutasidenib,L01XM03,Противоопухолевые препараты и иммуномодуляторы,Success,"13,49",C[C@H](NC1=CC=C(C#N)N(C)C1=O)C1=CC2=C(NC1=O)C=CC(Cl)=C2,"1,26",,,,"2,76",,"-1,06247156",FALSE,,
CHEMBL1194,DB00750,Prilocaine,N01BB54; N01BB04,Нервная система,Success,"13,51",CCCNC(C)C(=O)NC1=CC=CC=C1C,"8,82",,,,"1,87","2,11","-1,073774139",FALSE,1965.0,0.0
CHEMBL1112,DB01238,Aripiprazole,N05AX12,Нервная система,Success,"13,51",ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,"7,46","7,6",,7.6,"5,21",,"-0,4456764258",FALSE,2002.0,1.0
CHEMBL2110588,DB09039,Eliglustat,A16AX10,ЖКТ и обмен веществ,Success,"13,51",CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,"8,17",,,,"3,44",,"-1,053700973",FALSE,2014.0,1.0
CHEMBL1201325,DB06787,Hexocyclium,A03AB10,ЖКТ и обмен веществ,Success,"13,51",C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1,"4,95",,,,"-1,1",,"-1,55394467",FALSE,1982.0,1.0
CHEMBL434394,DB04861,Nebivolol,C07AB12,Сердечно-сосудистая система,Success,"13,52",OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,"8,9","8,13",,8.13,"2,44","4,18","-0,03522721764",FALSE,2007.0,1.0
CHEMBL2029132,DB00364,Sucralfate,A02BX02,ЖКТ и обмен веществ,No Drug Record,"13,53",O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,-3,"0,43","1,19",0.43 to 1.19,"0,74","-7,09","-0,2705243532",FALSE,,
CHEMBL1755,DB00872,Conivaptan,C03XA02,Сердечно-сосудистая система,Success,"13,53",CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,"6,23",,,,"5,23","6,3","-0,2161796103",FALSE,2005.0,0.0
,DB00838,Clocortolone,D07AB21,Дерматологические препараты,,"13,54",[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,"-3,3",,,,"2,73","3,8","-1,800525748",FALSE,,
CHEMBL27810,DB04846,Celiprolol,C07AB08,Сердечно-сосудистая система,Success,"13,55",CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,"9,66",,,,"2,29",,"-0,5282342674",FALSE,,
CHEMBL2105760,DB09128,Brexpiprazole,N05AX16,Нервная система,Success,"13,56",O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,"8,4",,,,"5,38",,"0,4190075405",FALSE,2015.0,1.0
CHEMBL656,DB00497,Oxycodone,N02AA05,Нервная система,Success,"13,57",COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"8,77",,,,"1,04","0,7","-3,606978238",FALSE,1950.0,1.0
CHEMBL649,DB01203,Nadolol,C07BA12; C07AA12,Сердечно-сосудистая система,No Drug Record,"13,59",CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,"9,76","9,67",,9.67,"1,23","0,81","-1,164189288",FALSE,,
CHEMBL1323,DB01264,Darunavir,J05AE10,Противомикробные (системные),Success,"13,59",[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,"2,39",,,,"1,76","1,89","-1,884380829",FALSE,2006.0,1.0
CHEMBL4085457,DB14924,Ritlecitinib,L04AF08,Противоопухолевые препараты и иммуномодуляторы,Success,"13,59",C[C@H]1CC[C@H](CN1C(=O)C=C)NC1=NC=NC2=C1C=CN2,"6,6",,,,"1,8",,"-2,177859429",FALSE,,
CHEMBL64,DB00951,Isoniazid,J04AC01; J04AC51,Противомикробные (системные),Success,"13,61",NNC(=O)C1=CC=NC=C1,"3,35","1,82",,1.82 (at 20 °C),"-0,71","-0,7","0,06157774887",FALSE,1952.0,1.0
